date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,2072,12-19 years,569,4,573,27.5,0.2
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,5318,20-39 years,1744,235,1979,32.8,4.4
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,4577,40-59 years,2472,275,2747,54,6
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,2673,60-74 years,1951,408,2359,73,15.3
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,897,75+ years,719,594,1313,80.1,66.2
2021/05/31,Z5.4.C.06,PEACE RIVER,NORTH,18659,All age years,7476,1516,8992,40.1,8.1
2021/05/31,Z5.4.D.08,FALHER,NORTH,455,12-19 years,127,0,127,27.9,0
2021/05/31,Z5.4.D.08,FALHER,NORTH,1166,20-39 years,383,39,422,32.8,3.3
2021/05/31,Z5.4.D.08,FALHER,NORTH,1018,40-59 years,509,49,558,50,4.8
2021/05/31,Z5.4.D.08,FALHER,NORTH,789,60-74 years,600,55,655,76,7
2021/05/31,Z5.4.D.08,FALHER,NORTH,403,75+ years,346,311,657,85.8,77.1
2021/05/31,Z5.4.D.08,FALHER,NORTH,4481,All age years,1973,454,2427,44,10.1
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,620,12-19 years,134,0,134,21.6,0
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,1446,20-39 years,324,19,343,22.4,1.3
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,1552,40-59 years,748,64,812,48.2,4.1
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,1137,60-74 years,776,104,880,68.3,9.2
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,447,75+ years,361,281,642,80.8,62.9
2021/05/31,Z5.4.D.09,SPIRIT RIVER,NORTH,6128,All age years,2350,468,2818,38.4,7.6
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,1014,12-19 years,237,4,241,23.4,0.4
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,1966,20-39 years,515,72,587,26.2,3.7
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,1870,40-59 years,859,101,960,45.9,5.4
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,1314,60-74 years,881,246,1127,67,18.7
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,648,75+ years,502,408,910,77.4,62.9
2021/05/31,Z5.4.D.10,FAIRVIEW,NORTH,8172,All age years,2997,831,3828,36.7,10.2
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,468,12-19 years,110,4,114,23.5,0.9
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,1168,20-39 years,324,67,391,27.8,5.7
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,1165,40-59 years,544,140,684,46.7,12
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,507,60-74 years,278,118,396,54.8,23.3
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,104,75+ years,61,50,111,58.5,48
2021/05/31,Z5.5.A.01,WOOD BUFFALO,NORTH,4097,All age years,1323,379,1702,32.3,9.2
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,6810,12-19 years,3432,36,3468,50.4,0.5
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,28164,20-39 years,13314,825,14139,47.3,2.9
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,23077,40-59 years,14989,1057,16046,65,4.6
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,6850,60-74 years,4705,687,5392,68.7,10
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,729,75+ years,496,339,835,68,46.5
2021/05/31,Z5.6.A.01,FORT MCMURRAY,NORTH,79888,All age years,37111,2944,40055,46.5,3.7
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,7363,12-19 years,2537,7,2544,34.5,0.1
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,26855,20-39 years,9348,560,9908,34.8,2.1
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,18549,40-59 years,9810,547,10357,52.9,2.9
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,7325,60-74 years,5333,514,5847,72.8,7
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,2240,75+ years,1838,1532,3370,82.1,68.4
2021/05/31,Z5.7.A.01,CITY OF GRANDE PRAIRIE,NORTH,75043,All age years,28994,3160,32154,38.6,4.2
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,500,12-19 years,165,0,165,33,0
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,5690,12+ years,3430,736,4166,60.3,12.9
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,1322,20-39 years,530,60,590,40.1,4.5
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,1617,40-59 years,957,86,1043,59.2,5.3
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,1633,60-74 years,1262,160,1422,77.3,9.8
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,618,75+ years,506,430,936,81.9,69.6
2021/06/01,Z1.1.A.01,CROWSNEST PASS,SOUTH,6358,ALL years,3430,736,4166,53.9,11.6
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,773,12-19 years,286,7,293,37,0.9
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,7229,12+ years,4464,1241,5705,61.8,17.2
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,1971,20-39 years,905,122,1027,45.9,6.2
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,1929,40-59 years,1184,222,1406,61.4,11.5
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,1749,60-74 years,1358,265,1623,77.6,15.1
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,807,75+ years,717,625,1342,88.8,77.4
2021/06/01,Z1.1.A.02,PINCHER CREEK,SOUTH,8407,ALL years,4464,1241,5705,53.1,14.8
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,680,12-19 years,189,6,195,27.8,0.9
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,5610,12+ years,2697,639,3336,48.1,11.4
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,1717,20-39 years,516,55,571,30,3.2
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,1458,40-59 years,726,94,820,49.8,6.4
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,1219,60-74 years,857,134,991,70.3,11
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,535,75+ years,405,350,755,75.7,65.4
2021/06/01,Z1.1.A.03,FORT MACLEOD,SOUTH,6840,ALL years,2697,639,3336,39.4,9.3
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,2217,12-19 years,584,23,607,26.3,1
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,13531,12+ years,5385,1537,6922,39.8,11.4
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,4122,20-39 years,1042,163,1205,25.3,4
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,3357,40-59 years,1422,252,1674,42.4,7.5
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,2558,60-74 years,1429,381,1810,55.9,14.9
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,1277,75+ years,894,718,1612,70,56.2
2021/06/01,Z1.1.B.04,CARDSTON-KAINAI,SOUTH,16639,ALL years,5385,1537,6922,32.4,9.2
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,3177,12-19 years,1007,9,1016,31.7,0.3
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,20900,12+ years,10751,1899,12650,51.4,9.1
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,7077,20-39 years,2602,248,2850,36.8,3.5
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,5594,40-59 years,3182,232,3414,56.9,4.1
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,3696,60-74 years,2801,449,3250,75.8,12.1
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,1356,75+ years,1106,961,2067,81.6,70.9
2021/06/01,Z1.2.A.01,COUNTY OF LETHBRIDGE,SOUTH,26202,ALL years,10751,1899,12650,41,7.2
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,2630,12-19 years,544,3,547,20.7,0.1
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,15282,12+ years,6270,1180,7450,41,7.7
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,5153,20-39 years,1270,83,1353,24.6,1.6
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,4152,40-59 years,1947,137,2084,46.9,3.3
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,2357,60-74 years,1667,283,1950,70.7,12
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,989,75+ years,819,674,1493,82.8,68.2
2021/06/01,Z1.2.B.02,TABER MD,SOUTH,19203,ALL years,6270,1180,7450,32.7,6.1
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,1484,12-19 years,440,4,444,29.6,0.3
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,9133,12+ years,4538,1107,5645,49.7,12.1
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2698,20-39 years,894,98,992,33.1,3.6
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,2278,40-59 years,1205,152,1357,52.9,6.7
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,1858,60-74 years,1344,316,1660,72.3,17
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,815,75+ years,627,537,1164,76.9,65.9
2021/06/01,Z1.2.C.03,COUNTY OF WARNER,SOUTH,11216,ALL years,4538,1107,5645,40.5,9.9
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,878,12-19 years,104,0,104,11.8,0
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,4990,12+ years,1706,446,2152,34.2,8.9
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1699,20-39 years,313,23,336,18.4,1.4
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,1214,40-59 years,489,47,536,40.3,3.9
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,859,60-74 years,534,145,679,62.2,16.9
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,341,75+ years,263,231,494,77.2,67.8
2021/06/01,Z1.2.C.04,COUNTY OF FORTY MILE,SOUTH,6477,ALL years,1706,446,2152,26.3,6.9
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,3305,12-19 years,995,18,1013,30.1,0.5
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,23276,12+ years,11811,1797,13608,50.7,7.7
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,7780,20-39 years,3055,144,3199,39.3,1.9
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,7416,40-59 years,4140,265,4405,55.8,3.6
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,3496,60-74 years,2552,495,3047,73,14.2
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,1279,75+ years,1029,875,1904,80.5,68.4
2021/06/01,Z1.3.A.01,NEWELL,SOUTH,27920,ALL years,11811,1797,13608,42.3,6.4
2021/06/01,Z1.3.B.02,OYEN,SOUTH,331,12-19 years,66,3,69,19.9,0.9
2021/06/01,Z1.3.B.02,OYEN,SOUTH,3004,12+ years,1428,492,1920,47.5,16.4
2021/06/01,Z1.3.B.02,OYEN,SOUTH,781,20-39 years,226,28,254,28.9,3.6
2021/06/01,Z1.3.B.02,OYEN,SOUTH,833,40-59 years,368,62,430,44.2,7.4
2021/06/01,Z1.3.B.02,OYEN,SOUTH,745,60-74 years,512,189,701,68.8,25.4
2021/06/01,Z1.3.B.02,OYEN,SOUTH,313,75+ years,254,210,464,81.1,67.1
2021/06/01,Z1.3.B.02,OYEN,SOUTH,3525,ALL years,1428,492,1920,40.5,14
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,1285,12-19 years,465,7,472,36.2,0.5
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,9721,12+ years,5151,606,5757,53,6.2
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,2798,20-39 years,1065,59,1124,38.1,2.1
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,3168,40-59 years,1843,116,1959,58.2,3.7
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,1963,60-74 years,1389,139,1528,70.8,7.1
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,507,75+ years,373,285,658,73.6,56.3
2021/06/01,Z1.3.B.03,CYPRESS COUNTY,SOUTH,11405,ALL years,5151,606,5757,45.2,5.3
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,6351,12-19 years,2946,25,2971,46.4,0.4
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,59504,12+ years,37411,7456,44867,62.9,12.5
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,17653,20-39 years,8337,718,9055,47.2,4.1
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,17060,40-59 years,10905,961,11866,63.9,5.6
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,12574,60-74 years,9993,1333,11326,79.5,10.6
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,5866,75+ years,5090,4419,9509,86.8,75.3
2021/06/01,Z1.4.A.01,MEDICINE HAT,SOUTH,68404,ALL years,37411,7456,44867,54.7,10.9
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,4104,12-19 years,2679,20,2699,65.3,0.5
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,32966,12+ years,24434,3404,27838,74.1,10.3
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,13658,20-39 years,9033,698,9731,66.1,5.1
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,8704,40-59 years,6802,640,7442,78.1,7.4
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,4903,60-74 years,4299,713,5012,87.7,14.5
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,1596,75+ years,1457,1333,2790,91.3,83.5
2021/06/01,Z1.5.A.01,LETHBRIDGE - WEST,SOUTH,39115,ALL years,24434,3404,27838,62.5,8.7
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,2497,12-19 years,1293,16,1309,51.8,0.6
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,24451,12+ years,16568,2953,19521,67.8,12.1
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,8270,20-39 years,4482,360,4842,54.2,4.4
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,7090,40-59 years,5014,419,5433,70.7,5.9
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,4590,60-74 years,3923,659,4582,85.5,14.4
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,2004,75+ years,1788,1499,3287,89.2,74.8
2021/06/01,Z1.5.B.02,LETHBRIDGE - NORTH,SOUTH,28222,ALL years,16568,2953,19521,58.7,10.5
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,2630,12-19 years,1476,22,1498,56.1,0.8
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,30909,12+ years,21817,5780,27597,70.6,18.7
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,9700,20-39 years,5217,431,5648,53.8,4.4
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,7527,40-59 years,5459,558,6017,72.5,7.4
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,6621,60-74 years,5594,1085,6679,84.5,16.4
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,4430,75+ years,4006,3684,7690,90.4,83.2
2021/06/01,Z1.5.C.03,LETHBRIDGE - SOUTH,SOUTH,34789,ALL years,21817,5780,27597,62.7,16.6
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,12829,12-19 years,7779,76,7855,60.6,0.6
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,108162,12+ years,78475,11604,90079,72.6,10.7
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34553,20-39 years,21955,1551,23506,63.5,4.5
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,34909,40-59 years,26264,2113,28377,75.2,6.1
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,19230,60-74 years,16295,2693,18988,84.7,14
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,6641,75+ years,5761,5169,10930,86.7,77.8
2021/06/01,Z2.1.A.01,CALGARY - UPPER NW,CALGARY,125587,ALL years,78475,11604,90079,62.5,9.2
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,12454,12-19 years,7086,54,7140,56.9,0.4
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,99564,12+ years,70044,8262,78306,70.4,8.3
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,33695,20-39 years,20779,1399,22178,61.7,4.2
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,34221,40-59 years,25512,1976,27488,74.6,5.8
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,14770,60-74 years,12473,1643,14116,84.4,11.1
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,4424,75+ years,3851,3190,7041,87,72.1
2021/06/01,Z2.1.B.02,CALGARY - NORTH,CALGARY,118910,ALL years,70044,8262,78306,58.9,6.9
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,5744,12-19 years,3176,16,3192,55.3,0.3
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,68316,12+ years,47494,7088,54582,69.5,10.4
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,25107,20-39 years,15199,890,16089,60.5,3.5
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,20735,40-59 years,14905,1005,15910,71.9,4.8
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,11778,60-74 years,9726,1421,11147,82.6,12.1
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,4952,75+ years,4325,3756,8081,87.3,75.8
2021/06/01,Z2.1.C.03,CALGARY - NOSE HILL,CALGARY,78422,ALL years,47494,7088,54582,60.6,9
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,6744,12-19 years,4417,39,4456,65.5,0.6
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,54873,12+ years,42136,7232,49368,76.8,13.2
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,16704,20-39 years,11103,718,11821,66.5,4.3
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,17271,40-59 years,13749,1165,14914,79.6,6.7
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,9736,60-74 years,8524,1516,10040,87.6,15.6
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,4417,75+ years,4087,3794,7881,92.5,85.9
2021/06/01,Z2.1.D.04,CALGARY - LOWER NW,CALGARY,62936,ALL years,42136,7232,49368,67,11.5
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,1326,12-19 years,661,7,668,49.9,0.5
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,18832,12+ years,12857,2654,15511,68.3,14.1
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,6482,20-39 years,3919,422,4341,60.5,6.5
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,5552,40-59 years,3751,339,4090,67.6,6.1
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,3760,60-74 years,2994,531,3525,79.6,14.1
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,1714,75+ years,1502,1355,2857,87.7,79.1
2021/06/01,Z2.1.E.05,CALGARY - WEST BOW,CALGARY,21500,ALL years,12857,2654,15511,59.8,12.3
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,2653,12-19 years,1774,15,1789,66.9,0.6
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,40248,12+ years,29672,5158,34830,73.7,12.8
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,15638,20-39 years,10738,833,11571,68.7,5.3
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,12413,40-59 years,9092,852,9944,73.2,6.9
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,6537,60-74 years,5332,1115,6447,81.6,17.1
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,3007,75+ years,2613,2343,4956,86.9,77.9
2021/06/01,Z2.1.F.06,CALGARY - CENTRE NORTH,CALGARY,45414,ALL years,29672,5158,34830,65.3,11.4
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,12850,12-19 years,6874,41,6915,53.5,0.3
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,102568,12+ years,65491,6062,71553,63.9,5.9
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,44857,20-39 years,24369,1401,25770,54.3,3.1
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,29656,40-59 years,21340,1696,23036,72,5.7
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,11824,60-74 years,9988,1038,11026,84.5,8.8
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,3380,75+ years,2650,1886,4536,78.4,55.8
2021/06/01,Z2.2.A.01,CALGARY - UPPER NE,CALGARY,125654,ALL years,65491,6062,71553,52.1,4.8
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,9471,12-19 years,3865,32,3897,40.8,0.3
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,81860,12+ years,49035,6695,55730,59.9,8.2
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,28657,20-39 years,12966,727,13693,45.2,2.5
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,25149,40-59 years,16228,1138,17366,64.5,4.5
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,14007,60-74 years,11815,1545,13360,84.4,11
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,4576,75+ years,4018,3253,7271,87.8,71.1
2021/06/01,Z2.2.B.02,CALGARY - LOWER NE,CALGARY,96631,ALL years,49035,6695,55730,50.7,6.9
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,6620,12-19 years,2388,10,2398,36.1,0.2
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,63117,12+ years,35609,4695,40304,56.4,7.4
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,21176,20-39 years,9017,468,9485,42.6,2.2
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,20685,40-59 years,12295,768,13063,59.4,3.7
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,11080,60-74 years,8852,1032,9884,79.9,9.3
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,3557,75+ years,2983,2417,5400,83.9,68
2021/06/01,Z2.3.A.01,CALGARY - EAST,CALGARY,72591,ALL years,35609,4695,40304,49.1,6.5
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,12838,12-19 years,7242,40,7282,56.4,0.3
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,112940,12+ years,77226,9414,86640,68.4,8.3
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,41476,20-39 years,24551,1923,26474,59.2,4.6
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,38943,40-59 years,28288,2202,30490,72.6,5.7
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,15419,60-74 years,12939,1795,14734,83.9,11.6
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,4263,75+ years,3751,3454,7205,88,81
2021/06/01,Z2.3.B.02,CALGARY - SE,CALGARY,138537,ALL years,77226,9414,86640,55.7,6.8
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,10419,12-19 years,7050,85,7135,67.7,0.8
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,79935,12+ years,60024,9327,69351,75.1,11.7
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,22214,20-39 years,14619,1043,15662,65.8,4.7
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,28211,40-59 years,21750,1868,23618,77.1,6.6
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,13870,60-74 years,11583,2097,13680,83.5,15.1
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,5221,75+ years,4612,4234,8846,88.3,81.1
2021/06/01,Z2.4.A.01,CALGARY - WEST,CALGARY,93211,ALL years,60024,9327,69351,64.4,10
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,2223,12-19 years,1181,9,1190,53.1,0.4
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,63686,12+ years,41675,4883,46558,65.4,7.7
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,33047,20-39 years,20917,1243,22160,63.3,3.8
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,17260,40-59 years,11043,632,11675,64,3.7
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,8169,60-74 years,6167,1031,7198,75.5,12.6
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,2988,75+ years,2323,1968,4291,77.8,65.9
2021/06/01,Z2.4.B.02,CALGARY - CENTRE,CALGARY,69057,ALL years,41675,4883,46558,60.3,7.1
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,4959,12-19 years,3102,24,3126,62.6,0.5
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,57411,12+ years,41999,6874,48873,73.2,12
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,21123,20-39 years,13854,1170,15024,65.6,5.5
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,18494,40-59 years,13941,1157,15098,75.4,6.3
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,8966,60-74 years,7420,1375,8795,82.8,15.3
2021/06/01,Z2.4.C.03,CALGARY - CENTRE WEST,CALGARY,3869,75+ years,3506,3148,6654,90.6,81.4
